"","num","text"
"56917",56917,"A group of Loudoun County parents have gathered the required number of signatures to both file a petition for the removal of the school board chairwoman and initiate legal challenges to oust three other board members, the Washington Examiner has reported.  "
"108562",108562,"🚨🚨🚨 BREAKING: A Loudoun County School Board member has just resigned following 's  bombshell investigative reports on the Virginia school district's efforts to conceal sexual assault cases from parents.

This is a developing story. "
"188173",188173,"Dear Loudoun County,
If the school board meeting shocked you, then you haven't been paying attention. Wake up and speak up before they bring the tiki torches."
"3586",3586,"New from : Democratic Loudoun School Board Member  claimed he might not have seen the superintendent's email informing him of the bathroom rape; he replied to it.

 "
"200893",200893,"Loudoun County Va. parents call out 'wokest and worst school board in America' after meeting erupts into chaos  FoxNews"
"211010",211010,"Tanner Cross's stand in court did ultimately pay off. Today, the court ruled that Tanner’s constitutional rights were violated.  

With this ruling, the court sent a clear message to the school board: “You are not above the law.”
"
"116600",116600,"I HAVE GREAT NEWS!

Loudoun County School Board Member, Beth Barts, is resigning.

Barts was part of a Facebook group that encouraged teachers to post the personal info. of parents who oppose Critical Race Theory.

Thank you to every parent who gathered signatures for her recall."
"63811",63811,"I want to thank the Loudoun County school board. None of this would have been possible without you. Tonight’s result was your handiwork. Congratulations!"
"86374",86374,"Sorry, but McAuliffe saying that parents shouldn't be in charge of their children's education and the Loudoun County school board lying to parents about sexual assaults in bathrooms isn't ""trumped up cultural wars"" "
"61821",61821,"Youngkin demands resignations from Loudoun County School Board in wake of bombshell email

"
"208836",208836,"Xi Van Fleet let the local school board know that Critical Race Theory has its roots in cultural Marxism &amp; teaches children to loathe their country, actually fueling racism. I appreciate her courage. "
"151782",151782,"Loudoun County father arrested at school board event says school tried to cover up daughter's bathroom assault  FoxNews"
"16589",16589,"BREAKING: A Loudoun County Circuit Judge has ruled in favor of parents, enjoining the school board’s mandatory mask policy citing “irreparable harm” to students. The judge also ruled that LCPS must allow parents to opt their kids out of mask mandates IMMEDIATELY."
"126374",126374,"WATCH—Loudoun County School Board Meeting Erupts: ‘You Buried a Rape!‘  via "
"67352",67352,"  Nothing was ever proven about Matt Gaetz. The is proof a 15 year old was raped and the Loudoun county school board covered it up.
Sounds like you are just fine with that..."
"157130",157130,"Loudoun County father who was dragged out of woke school board meeting and arrested was trying to tell other parents his daughter was raped by a “boy in a skirt” in the girls' bathroom and that staff ignored it

"
"13975",13975,"Sorry, but McAuliffe saying that parents shouldn't be in charge of their children's education and the Loudoun County school board lying to parents about sexual assaults in bathrooms isn't ""trumped up cultural wars"" "
"178857",178857,"The Loudoun County School Board got wrecked so hard by former Virginia State senator  that they had to shut down their public hearing. 

“You’re teaching children to hate others because of their skin color… I’m disgusted by your bigotry.” CRTisRACIST "
"92045",92045,"Glenn Youngkin calls for an 'investigation' of Loudoun County School Board 🚨
"
"148196",148196,"BREAKING: Loudoun County father who was dragged out of woke school board meeting reveals his daughter was 'raped' in the girls' bathroom by a 'skirt-wearing' male student who was arrested for assaulting a SECOND girl months later - but staff did nothing
"
"109488",109488,"The first ""action item"" the Loudoun school board took after the scandal broke that LCPS concealed the alleged rape of a 9th grade girl by a boy wearing a skirt was to resolve ""that the Loudoun County School Board designate October as LGBTQ History Month"" "
"115857",115857,"Loudoun County School Board was arresting parents while protecting a child rapist"
"49641",49641,"The Loudoun county school board is out of control. Basically threatening kids with suspension if they do not wear masks in schools. We need to make sure that there are consequences for these people."
"170080",170080,"Anti-Critical Race Theory Organization Launches $500,000 Ad Campaign Criticizing Loudoun County School Board "
"172962",172962,"Loudoun County Parents create SPLINTER school board after notoriously woke Virginia board banned them from commenting on its plans to teach students Critical Race Theory "
"182309",182309,"I am now officially collecting signatures for the recall of school board members in Loudoun County. And it feels glorious."
"216267",216267,"LCPS has so many problems.

Loudoun School Board Censures Leesburg District Representative  via "
"27432",27432,"Loudoun parent group files recall petition against school chair Sheridan (Sterling) who violated state open meetings laws by joining Facebook groups, along with other school board members, in which participants at times discussed issues including school closures and reopenings"
"1814",1814,"Loudoun County School Board member : ""If an angry group can abuse the courts for their own political agenda, it will be the end of democracy as we have known it. I will keep fighting to make sure that does not happen...""   "
"56497",56497,"IIRC, there was a tiny thing in Cupertino last year. And immediately it ended up Fox News. Which definitely made for a more productive and rational discourse.

"
"64365",64365,"I want to thank the Loudoun County school board. None of this would have been possible without you. Tonight’s result was your handiwork. Congratulations!"
"144190",144190,". became a resident of Loudoun County this morning just to rip apart the school board for indoctrinating school children.  "
"56998",56998,"School boards have become education's dictators-----create their own rules &amp; attack parents.

BUSTED: Email Sent by Loudoun County Superintendent Shows School Board KNEW About Sexual Assault by a Transgender Student The Day it Happened
October 23, 2021, 11:15amby Julian Conradson"
"196642",196642,"'Army' of Virginia parents unite against critical race theory 'insanity': 'Our protests won't stop' "
"152050",152050,"BREAKING: Loudoun County father who was dragged out of woke school board meeting reveals his daughter was 'raped' in the girls' bathroom by a 'skirt-wearing' male student who was arrested for assaulting a SECOND girl months later - but staff did nothing
"
"181640",181640,"Two arrests made at the Loudoun County, Virginia school board meeting after it was declared an unlawful assembly and some parents here to protest against critical race theory and a transgender policy refused to leave right away CriticalRaceTheory "
"13452",13452,"LCPS school board meeting live webcast
"
"124592",124592,"Whoo hoo!!  Happy dance in Loudoun Co.  (northern Virginia)

Parents group “Fight for Children” process to recall School Board member Beth Barts..set to go to court:
But….

SHE JUST RESIGNED
as of Nov. 2…. 

Now for the rest🇺🇸👊🏻🇺🇸

Patriots:  we CAN take our country back🇺🇸👊🏻 "
"130442",130442,"The Loudoun County School Board covered up a child rape bc it wasn't politically correct 

Then he raped another victim at his next school

Arrest them all"
"193749",193749,"The war to save what's left of our culture is being fought in places like the public school board meetings in Loudoun County VA."
"67866",67866,"Loudoun docs show sheriff's frustration with school board, treatment of residents  FoxNews loudouncounty"
"108487",108487,"Congratulations to Ernie Viramontes, Executive Athletic Director at Las Cruces Public Schools for his induction to the New Mexico Activities Association (NMAA) Hall of Fame. Tonight Mr. Viramontes was honored at our LCPS school board meeting.  LasCruces Athletics "
"141084",141084,"BREAKING: Loudoun County father who was dragged out of woke school board meeting reveals his daughter was 'raped' in the girls' bathroom by a 'skirt-wearing' male student who was arrested for assaulting a SECOND girl months later - but staff did nothing
"
"2067",2067,"Local restaurants are struggling to get ingredients due to supply chain issues. Plus, a coyote was spotted in Rock Creek Park, another fiery school board meeting in Loudoun County, and more news.
 "
"52871",52871,"In the midst of nationwide battles over for Americans' rights,  Liberty Justice Center is fighting to protect free speech for students in Virginia. 

Read the full story at:  "
"113899",113899,"Loudoun school board member behind ""anti-racist parents"" mob resigns, superintendent admits to problems I flagged yesterday, saying ""lack of oversight that existed prior to my tenure also contributed to errors in our state reporting regarding disciplinary incidents in schools."""
"176582",176582,"A woman who says she's a teacher in Loudoun County breaks down in tears addressing the school board and quits her job right in front of them over their policies. "
"158308",158308,"Loudoun County father who was dragged out of woke school board meeting and arrested was trying to tell other parents his daughter was raped by a “boy in a skirt” in the girls' bathroom and that staff ignored it

"
"137634",137634,"Do you know what wasn't covered by ABC, CBS, and NBC tonight? The Loudoun County School Board allegedly covering up the rape of a 14-year-old girl to pass a transgender bathroom policy: "
"140952",140952,"The Daily Wire's Luke Rosiak discusses accusations Loudoun County School Board covered up the sexual assault of a girl by a boy in a skirt: ""This story is one of the most disturbing I've worked on.""

Read more:  "
"5398",5398,"Virginia’s Loudoun County School Board is suing to stop an investigation into its alleged sexual assault coverups, calling a grand jury convened by Attorney General Jason Miyares (R) “unconstitutional.” "
"90002",90002,"The Loudoun County School Board covered up a child rape bc it wasn't politically correct 

Then he raped another victim at his next school

Arrest them all"
"48331",48331,"BREAKING: A group of Loudoun County parents have filed a lawsuit against the Loudoun School Board for ignoring 's Exec. Order that allows a parental opt-out on student face masks in schools. Thank-you Governor for fighting for parents! "
"31322",31322,"I want to thank the Loudoun County school board. None of this would have been possible without you. Tonight’s result was your handiwork. Congratulations!"
"86167",86167,"Sorry, but McAuliffe saying that parents shouldn't be in charge of their children's education and the Loudoun County school board lying to parents about sexual assaults in bathrooms isn't ""trumped up cultural wars"" "
"178306",178306,"Step 1: Pay to bus in out-of-town activists to loudouncounty school board.

Step 2: Open up public comment a day earlier than parents are used to.

"
"182508",182508,"That what parents in Loudoun County did - and the school board freaked out, shut people down, shut public comment down, and called the police. 

They don't want us to have a voice in the schools and the moment we do, it's 'violence.' "
"142678",142678,"A woman who says she's a Loudoun County teacher just broke into tears addressing the school board saying she would not honor the transgender pronoun policy because of her faith and she told the board she was quitting her job, right there on the spot.   "
"50300",50300,"  The people of Loudoun county need to take action and take the School Board to court and do a recall on their sorry act"
"91385",91385,"They didn’t tell the truth. Where’s the accountability? 

"
"173986",173986,"This teacher is a real life profile in courage. Our country desperately needs more people with her bravery to stand up to the woke mob.

The pro-CRT Loudoun County School Board on the other hand is an absolute disgrace!!!

"
"25847",25847,"The Loudoun County School board is a perfect example of what happens when leaders choose wokeness over what is right."
"177182",177182,"Parents seeking shelter at the LoudounCounty School Board meeting are held in these conditions while awaiting their turns to speak. 

Only being allowed 👇🏻 because it isn’t “technically inside”. 

Schools LCPS BacktoSchool2021 recall SchoolChoice "
"193462",193462,"The war to save what's left of our culture is being fought in places like the public school board meetings in Loudoun County VA."
"91036",91036,"Loudoun County School Board was arresting parents while protecting a child rapist"
"134370",134370,"LoudounCounty Board Member BLASTS His Own School Board
"
"186123",186123,"Democrats using critical race theory to divide us. It is a communist tool:

Mom who survived Maoist China eviscerates school board's critical race theory push

Cultural Revolution in China pitted students against one another

   

No Socialism in USA!"
"145058",145058,"BREAKING: Loudoun County father who was dragged out of woke school board meeting reveals his daughter was 'raped' in the girls' bathroom by a 'skirt-wearing' male student who was arrested for assaulting a SECOND girl months later - but staff did nothing
"
"69522",69522,"Loudoun County students walk out to voice support for victims after the school board was accused of covering up sexual assault "
"130517",130517,"The Loudoun County School Board covered up a child rape bc it wasn't politically correct 

Then he raped another victim at his next school

Arrest them all"
"70945",70945,"The decision by the Loudoun Times-Mirror editors to print the whole murder threat directed to a school board member but bowdlerize “shit” within it really illustrates the limits of vintage 1950s sensibilities about public decency in these modern times   "
"159184",159184,"A father tried to tell parents that his daughter was raped by a boy 'in a skirt' in the girls' bathroom, and that school staff ignored it.
But he was dragged out of the school board meeting &amp; arrested.
LoudounCounty  via "
"5345",5345,"Loudoun County Parents Show Up at School Board Meeting with More Than Enough Signatures to Remove Board Chair "
"162925",162925,"💥💥Victory For Parents As Judge Sides With Loudoun Parents, Against  Soros funded Prosecutor On School Board Recall "
"23908",23908,"Update from  on the Eau Claire school board and its push to groom chrildren. 

The Loudoun County of 2022.

OKGroomer EndGroomingNow "
"69787",69787,"Parents demand entire Loudoun County School Board to RESIGN amid sexual assault coverup
"
"78116",78116,"This is outrageous.  This father should go after the school board and everyone else who either knew about this or covered it up.     tcot MAGA LoudounCounty"
"182559",182559,"‘CRT Is Racist. It Is Abusive’: Parent Goes Nuclear At School Board Meeting  via  Loudouncounty alldayeveryday"
"69103",69103,"Email confirms Loudoun County school board knew about alleged sexual assault on day it happened - TheBlaze "
"115518",115518,"I HAVE GREAT NEWS!

Loudoun County School Board Member, Beth Barts, is resigning.

Barts was part of a Facebook group that encouraged teachers to post the personal info. of parents who oppose Critical Race Theory.

Thank you to every parent who gathered signatures for her recall."
"145173",145173,"BREAKING: Loudoun County father who was dragged out of woke school board meeting reveals his daughter was 'raped' in the girls' bathroom by a 'skirt-wearing' male student who was arrested for assaulting a SECOND girl months later - but staff did nothing
"
"34305",34305,"Loudoun County parent on explosive school board meeting: 'This is an ideology war'

"
"9829",9829,"Virginia Gov. Glenn Youngkin’s attempt to force the entire Loudoun County School Board to face new elections this fall, shortening the terms of most of its members, stunned many state political observers. "
"54566",54566,"""I'm a teacher, but I serve God first.""

"
"57422",57422,"Sorry, but McAuliffe saying that parents shouldn't be in charge of their children's education and the Loudoun County school board lying to parents about sexual assaults in bathrooms isn't ""trumped up cultural wars"" "
"139876",139876,"Do you know what wasn't covered by ABC, CBS, and NBC tonight? The Loudoun County School Board allegedly covering up the rape of a 14-year-old girl to pass a transgender bathroom policy: "
"107559",107559,"EXPOSED: Loudoun County School Board’s ‘Disgusting’ COVER-UP | The Glenn...  via "
"52869",52869,"For months we heard about “the fight” in Loudoun Co. VA, parents vs school board.  One bd member resigned &amp; more in recall process. Here is the story of how these brave parents began &amp; cont today.

“It is not left vs right, it is RIGHT vs WRONG.”  🇺🇸👊🏻🇺🇸 "
"177851",177851,"I am now officially collecting signatures for the recall of school board members in Loudoun County. And it feels glorious."
"67810",67810,"RhodyReport NationalStoryDuJour: ""How stupid do you think we are?"" Angry parents and citizens speak out at a Loudoun County school board meeting Oct. 26.
RhodeIsland RI RIpoli "
"158939",158939,"Loudoun County father who was dragged out of woke school board meeting and arrested was trying to tell other parents his daughter was raped by a “boy in a skirt” in the girls' bathroom and that staff ignored it

"
"104625",104625,"Glenn Youngkin: ""I am calling for an immediate investigation into the Loudoun County School Board for their gross negligence."""
"155331",155331,"BREAKING: Loudoun County father who was dragged out of woke school board meeting reveals his daughter was 'raped' in the girls' bathroom by a 'skirt-wearing' male student who was arrested for assaulting a SECOND girl months later - but staff did nothing
"
"42754",42754,"Youngkin demands resignations from Loudoun County School Board in wake of bombshell email

"
"14041",14041,"We won't stand for 's proposal to usurp the wishes of Loudoun voters by requiring School Board members to shorten their terms. This kind of havoc is yet another attempt to undermine public schools. I stand with the LCPS and others. RT if you care about local control!"
"213483",213483,"Coach Tanner Cross made an impassioned speech at a Loudoun County school board meeting on Tuesday in relation to new policies about gender identity, including forcing staff to refer to students using the pronoun of their choice. Now he’s been put on leave. "
"210926",210926,"Virginia mom who survived Maoist China eviscerates school board's critical race theory push

"
"183623",183623,"Leftist school board members are violating Virginia law and the Constitution by meeting behind closed doors in order to take power away from YOU, the parents!

This is how advanced math gets taken from our schools, and Critical Race Theory is introduced.

"
"211819",211819,"Parents in Loudoun County, Virginia, Are Targeted By School Board Members for Opposing ‘Critical Race Theory’ "
"130252",130252,"The Loudoun County School Board covered up a child rape bc it wasn't politically correct 

Then he raped another victim at his next school

Arrest them all"
"175418",175418,"This teacher is a real life profile in courage. Our country desperately needs more people with her bravery to stand up to the woke mob.

The pro-CRT Loudoun County School Board on the other hand is an absolute disgrace!!!

"
"7523",7523,"Keep in mind that LCPS school board is making all these speakers wait outside in the cold (including children), even though it's completely unnecessary to do so.

One after another after another seemingly without end, wait to speak anyway."
"115371",115371,"I HAVE GREAT NEWS!

Loudoun County School Board Member, Beth Barts, is resigning.

Barts was part of a Facebook group that encouraged teachers to post the personal info. of parents who oppose Critical Race Theory.

Thank you to every parent who gathered signatures for her recall."
"108544",108544,"BURKE, Va. — Glenn Youngkin calls for an “immediate investigation of the Loudoun County School Board for gross negligence” over covering up two cases of juvenile sexual assault. 

Name checks AG Mark Herring for attack to cheers of “do your job!”"
"204728",204728,"Loudoun County School Board— at the center of controversy surrounding CRT— just silenced parents delivering scathing speeches against them by suddenly ending the public comment portion of the meeting set to continue for hours.

 "
"127979",127979,"Loudoun County father arrested at school board event says school tried to cover up daughter's bathroom assault "
"80860",80860,"Loudoun dad calmly told the school board to resign tonight and “end the mockery you have brought on this great county” "
"175857",175857,"A woman who says she's a Loudoun County teacher just broke into tears addressing the school board saying she would not honor the transgender pronoun policy because of her faith and she told the board she was quitting her job, right there on the spot.   "
"8414",8414,"IMPORTANT → America First Legal Requests Investigation Into Loudoun County School Board Member For Repeatedly Violating The Hatch Act &amp; Attempting to Influence Political Elections...  "
"7346",7346,"The school board of Loudoun County, Virginia, is under investigation by a grand jury over its handling of a sexual assault case at a school last year.

 "
"75916",75916,"Loudoun dad, “we are the protectors of our children and we outright refuse to coparent with you… I am aggressively calling - and funding - for the prosecution of [the Loudoun County school board]”       "
"45028",45028,"The Loudoun county school board is out of control. Basically threatening kids with suspension if they do not wear masks in schools. We need to make sure that there are consequences for these people."
"166638",166638,". became a resident of Loudoun County this morning just to rip apart the school board for indoctrinating school children.  "
"97311",97311,"We need an immediate investigation into the Loudoun County School Board for their gross negligence.

They had a duty of care and they failed. They not only covered up a heinous crime, they enabled an offender being prosecuted of sexual assault to attack again. "
"196848",196848,"  Small school board - ""Loudoun County Public Schools is set to operate on an adopted budget of $1.493 billion in fiscal 2022"". Suggest you conduct background research in the future."
"66454",66454,"I want to thank the Loudoun County school board. None of this would have been possible without you. Tonight’s result was your handiwork. Congratulations!"
"15410",15410,"Loudoun County principals were COACHED on how to obtain trespassing warrants against students trying to enter schools without masks: Woke board has defied Virginia governor's order allowi...
via  "
"107356",107356,"As Attorney General, I'll do the job Mark Herring refuses to do. 

I'll investigate the Loudoun County School Board and their coverup of sexual assaults. "
"172831",172831,"A woman who says she's a Loudoun County teacher just broke into tears addressing the school board saying she would not honor the transgender pronoun policy because of her faith and she told the board she was quitting her job, right there on the spot.   "
"42349",42349,"Loudoun County School Board just got served with a lawsuit at the public hearing! "
